nombre,nombre_corto,rol,dialogo
DENISE MAERKER,NA,Moderador,"¿Quiere decir algo, candidato?"
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Yo sí, ¿Cómo no?"
DENISE MAERKER,NA,Moderador,"A ver, adelante."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Nosotros estamos entregando la mitad de nuestras prerrogativas de campaña a damnificados, 103 millones de pesos."
DENISE MAERKER,NA,Moderador,"Adelante, tiene derecho."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,Pero…
DENISE MAERKER,NA,Moderador,"Se lo voy a pasar, en un momento más se lo pasamos si quiere Ricardo Anaya, pero adelante…"
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Pero aquí está mi cheque, si ves no es honesto, es decir, es mentira lo que dice que le regresó a los damnificados, eso no lo puede hacer porque es una prerrogativa pública que le permite a los partidos profesionalizar su trabajo, hacer la actividad política. Los tres partidos dijeron en su momento, que le iban a dar toda la prerrogativa pública a los afectados por el sismo y no les han dado nada."
DENISE MAERKER,NA,Moderador,"Gracias, candidato. ¿Quiere hacer algún comentario, candidato?"
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Sobre eso, estamos cumpliendo nosotros, entregando los recursos, la mitad del gasto de campaña presidencial a damnificados. Llevamos entregados alrededor de 70 millones de pesos de 103 millones y vamos a concluir pronto, estoy informando sobre esto cada mes en las redes sociales."
DENISE MAERKER,NA,Moderador,"Le agradezco, Ricardo Anaya."
RICARDO ANAYA,Anaya,Candidato,"Nosotros no estamos entregando 70 como dice López obrador, nosotros ya entregamos 200, me comprometo en cuanto termine el debate y pueda yo bajar a entregarles a ustedes los documentos que acreditan que esos recursos están entregados al INE."
DENISE MAERKER,NA,Moderador,José Antonio Meade.
JOSÉ ANTONIO MEADE,Meade,Candidato,"Eso solamente, porque parece que la pregunta que hace Azucena es muy relevante, y vale la pena que podamos acreditarse hacia atrás cumplimos, Andrés Manuel dice que tiene un manta muy sencillo `no robo, no miento y no traiciono`y las tres cosas son falsas, robar con su partido como negocio familiar, miente en su 3 de 3, declara no tener nada pero tiene tres departamentos, yo le preguntaría ¿a quién se le olvida tener tres departamentos? Y traiciona a los niños con Elba Esther Gómez Gordillo y al país con la amnistía."
DENISE MAERKER,NA,Moderador,Sergio Sarmiento.
SERGIO SARMIENTO,NA,Moderador,"Candidato Ricardo Anaya, le recuerdo la pregunta general ¿Cuál es el mecanismo concreto para que se cumplan sus promesas de campaña y para que se le sancione en caso de que la nación solo demandara y usted no lo hiciere?"
RICARDO ANAYA,Anaya,Candidato,"Con muchísimo gusto, Sergio. Primero, prensa libre; segundo,, al contrario de lo que ha dicho López Obrador; tercero, vamos a ser el primer gobierno de coalición en la historia de nuestro país, donde el Presidente verdaderamente rinde cuentas frente al Congreso, donde el Congreso aprueba la integración del gabinete; y cuarto es muy importante, yo sí estoy abierto a la revocación de mandato, siempre y cuando esté legislada, no con las trampas de López Obrador. Lo que él dice es, `el pueblo pone, el pueblo quita cada dos años`. Y entonces, a mano alzada, porque así es como históricamente ha hecho sus consultas, va a andar consultando al pueblo. No perdamos de vista lo que ha pasado en América Latina, con ese cuento de las consultas cada dos años, Hugo Chávez se quedó 15 años en el poder. Hagámoslo, pero con seriedad, bien legislado, con planteamientos legales."
SERGIO SARMIENTO,NA,Moderador,"Candidato Anaya, el tema fundamental es democracia y pluralismo. La pregunta es, ¿aprovechó usted las reglas internas y los spots del PAN para promoverse en lo personal y obtener así su candidatura presidencial?"
RICARDO ANAYA,Anaya,Candidato,"Siempre he sido respetuoso de la ley, Sergio. La ley permite a los dirigentes de los partidos aparecer en los tiempos oficiales que les están asignados y, de hecho, no hubo excepción, todos los dirigentes de los partidos utilizaron esos tiempos oficiales, lo hice siempre en apego a la ley."
SERGIO SARMIENTO,NA,Moderador,¿Está de acuerdo con el sistema de spots de radio y televisión que tenemos?
RICARDO ANAYA,Anaya,Candidato,"No, creo que hay una sobreespotización, creo que la gente está harta, cansada de ver tantos anuncios. He hecho una propuesta concreta, compactemos esos espacios para que haya más debates como éste, que no haya sólo tres durante la campaña, hagamos cinco, siete, uno por semana, de tal manera que la gente pueda identificar con claridad qué piensa, qué sostiene y qué representa cada candidatura."
SERGIO SARMIENTO,NA,Moderador,Otro de los temas fundamentales son los grupos más vulnerables de nuestro país. ¿Cuáles son las medidas que usted propondría para rescatar esos grupos vulnerables?
RICARDO ANAYA,Anaya,Candidato,"En 48 segundos es imposible contestar esa pregunta; pero diría, empezar por reconocer la deuda histórica que tenemos con los pueblos indígenas, los pueblos originarios que fueron los primeros y hoy, en muchas cosas, son los últimos. Con los millones de migrantes que tienen que salir del país porque aquí no encuentran oportunidades, con los excluidos porque padecen alguna discapacidad, con las niñas y niños que se van a dormir con hambre porque un país, Sergio, mide su desarrollo en función del trato que le da a aquellos que tienen mayor desventaja. Hagamos un país incluyente en el que podamos caminar todos juntos. Primer paso, reconocer que tenemos una deuda histórica y condenar cualquier tipo de discriminación en nuestro país."
SERGIO SARMIENTO,NA,Moderador,"Gracias, candidato. Candidato Meade, adelante."
JOSÉ ANTONIO MEADE,Meade,Candidato,"De nuevo insistiendo en la importancia de la pregunta de Azucena, vale la pena no solamente contrastar hacia adelante, sino evaluar las propuestas que estamos haciendo, 500 mil millones de pesos dice Andrés Manuel que va a recuperar, 500 mil millones de pesos es todo lo que gasta el Gobierno Federal con la excepción de la Secretaría de Educación y el Ejército. Eso quiere decir que esos 500 mil millones de pesos implica cerrar toda la Secretaría de Salud, todos los programas sociales, implica cerrar toda la defensa de los migrantes. Las cuentas no salen."
SERGIO SARMIENTO,NA,Moderador,"Gracias, candidato Meade. Candidata Zavala, adelante."
MARGARITA ZAVALA,Zavala,Candidato,"Sí, yo quiero también abordar este tema de grupos en condiciones de vulnerabilidad, y sí es importante que haya un gobierno como el que yo voy a encabezar para decirles que yo te voy a defender a ti, a ti, mujer, que te pagan salario menor por ser mujer, a ti que te corren por estar embarazada, a ti también, que no te dejan meter a tu hijo a la escuela porque tiene una discapacidad. A ti, mujer indígena, que no te permiten entrar a trabajar por el lugar donde vienes. Es importante que eso lo logremos como país."
SERGIO SARMIENTO,NA,Moderador,"Gracias, candidata Zavala. Y el candidato Rodríguez Calderón pidió réplica, ya no tiene réplica, de manera que le doy la palabra a Ricardo Anaya. Adelante, Ricardo Anaya."
RICARDO ANAYA,Anaya,Candidato,"Quiero también dirigirme a las mujeres de México porque es absolutamente inaceptable que 7 de cada 10 mujeres en nuestro país hayan sufrido algún tipo de violencia, que en los últimos dos años los feminicidios hayan aumentado 70% y que las mujeres, haciendo el mismo trabajo, con la misma capacitación, ganen 30% menos. Eso se va a acabar cuando yo sea Presidente."
SERGIO SARMIENTO,NA,Moderador,"Gracias, candidato Anaya. Les recuerdo que estamos en el segmento que tiene que ver con democracia, pluralismo y grupos en situación de vulnerabilidad. La pregunta general que formuló nuestra compañera Azucena Uresti es, ¿cuál es el mecanismo concreto para que cumpla usted –y me refiero a Andrés Manuel López Obrador –sus promesas de campaña y para que haya sanción en caso de que no lo hiciere? Adelante, candidato."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Tengo principios, tengo ideales, no soy un ambicioso vulgar. Yo no lucho por cargos, no lucho por ser Presidente, eso es un medio, no es un fin. Yo lo que busco es la transformación de nuestro país y estamos a punto de lograrlo, de lograr la cuarta transformación en la historia de México. De modo que no voy a fallarle a los mexicanos, no voy a traicionar a millones de mexicanos que están confiando en nosotros, pero les estoy dejando también como opción, como alternativa, en el caso de incumplimiento de mis compromisos, el que me voy a someter a la revocación del mandato, cada…"
SERGIO SARMIENTO,NA,Moderador,"Se acabó este primer minuto pero tenemos todavía un minuto y medio adicional ya con preguntas. Dice que no lucha por cargos, candidato López Obrador, es la tercera vez que es candidato a la presidencia de la República. ¿No está luchando por ese cargo?"
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"No es el cargo, repito, es conducir un movimiento de millones de mexicanos: hombres, mujeres, libres, conscientes para transformar a México, soy el dirigente de ese movimiento. No es una elección más, es que las cosas de verdad cambien en el país. Y termino, me falta tiempo, me queda tiempo, diciendo que cada dos años me voy a someter a la revocación del mandato va a haber una consulta a los ciudadanos. ¿Quieres que sigue el presidente o que renuncie? En efecto el pueblo pone, el pueblo quita.Se necesita una reforma constitucional, voy a enviar esa iniciativa tan luego llegue a la presidencia para que se permita la revocación del mandato. Imaginen cuánto nos ahorraríamos si existiera la revocación del mandato, cuánto..."
SERGIO SARMIENTO,NA,Moderador,"Candidato, ¿en caso de que usted perdiera la elección aceptaría haber sido Derrotado, aceptaría el resultado?"
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Desde luego que sí, en la democracia también se gana o se pierde. Lo que buscamos nosotros es que no haya compra de votos, que no se falsifica en las actas, que no haya fraude electoral, porque los de la mafia del poder son muy mañosos, son especialistas en las trampas."
SERGIO SARMIENTO,NA,Moderador,"Candidatos López Obrador, se le acabó el tiempo, se lo agradezco. Pidieron replica el candidato Meade y el candidato Anaya, ninguno tiene ya derecho a réplica de manera que pasamos al siguiente segmento."
AZUCENA URESTI,NA,Moderador,"Gracias. Podemos discutirlo en este segmento, en donde les recuerdo que tienen dos minutos y medio en total, con intervenciones no mayores a un minuto.Veo que el tema de revocación de mandato está en la mente de algunos de ustedes. Jaime Rodríguez Calderón, ¿sería un mecanismo en caso de llegar a la presidencia?"
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Creo que sí es algo que tenemos que explorar, hay que, como lo dijo Ricardo y hoy lo ratifica Andrés Manuel, tendríamos que ir a la iniciativa. Espero que los diputados, que serán evidentemente diputados de mayoría partidista, porque evidentemente hay muy pocos candidatos independientes al Congreso, lo aprueben, es una parte importante.Creo que el mal existe, y la raíz podrida del sistema político mexicano se llama partidocracia, y esto implica evidentemente que el ciudadano tenga también la concepción completa de que el verdadero origen de todos estos problemas, que es la corrupción, que es la inseguridad, que es la democracia, nace precisamente ahí y se sigue conservando.Ahorita que yo les ponía en su pódium este tema de regresar los recursos públicos, evidentemente esta y la corrupción también, porque todos ellos están gastando dinero, a excepción de Margarita y un servidor, de los mexicanos, y entonces como los mexicanos nos van a querer si estamos..."
AZUCENA URESTI,NA,Moderador,"Muy bien, regresamos contigo, con usted en un momento. Vamos contigo, conocer Ricardo Anaya, adelante."
RICARDO ANAYA,Anaya,Candidato,"Muchas gracias, tengo propuestas muy concretas, respecto de lo que estaba diciendo en mi última intervención. Primero, una fiscalía especializada en investigar homicidios y violencia contra mujeres..."
AZUCENA URESTI,NA,Moderador,"Pero déjeme preguntarle sobre la revocación de mandatopara poder terminar con este tema, si es tan amable."
RICARDO ANAYA,Anaya,Candidato,"Bueno, lo que pasa es que yo fui quien abrí el este tema, dijo con toda claridad que yo estoy de acuerdo legislado; Porque como vieron hasta adiviné las palabras de López Obrador, con eso de que: `el pueblo pone, el pueblo quita con consultas a mano alzada`, eso es peligrosísimo para una democracia.A favor, siempre y cuando se ha establecido un procedimiento en la ley y que se garantice que bajo ninguna circunstancia habrá reelección del presidente de la República."
AZUCENA URESTI,NA,Moderador,"Bien, déjame escuchar a José Antonio Meade, ha solicitado…"
JOSÉ ANTONIO MEADE,Meade,Candidato,"Para otro tema ¡eh! Si quieres espero, y aquí me pronuncio por el amor de dios, no, si ya de por sí la elección nos tiene, creo, a todo el mundo cansado de estar escuchando a los políticos, la verdad es que volvernos escuchar cada dos años le da el país poca certidumbre, y poca capacidad de planear."
AZUCENA URESTI,NA,Moderador,Margarita Zavala.
MARGARITA ZAVALA,Zavala,Candidato,"El problema de la democracia no es si hay o no de revocación, es si los beneficios llegaron a todos. Si los beneficios le llegó a las comunidades indígenas, si el beneficio le llegó a los campesinos, y el beneficio le llegó a los inmigrantes, si el beneficio le llegó a los jornaleros, si el beneficio le llegó a lo que trata este segmento de grupos en condiciones de vulnerabilidad; por eso yo estoy a favor, sobre todo de políticas públicas hacia esos sectores."
AZUCENA URESTI,NA,Moderador,"Déjeme preguntarle si el 2 de diciembre de 2012, todas las fuerzas políticas, todas, convergieron en torno al presidente Enrique Peña Nieto, para firmar un pacto, el `Pacto por México`. ¿Cuál es su visión para el 2 de diciembre de 2018? ¿Se sumarían a un nuevo pacto independientemente de quien gane la presidencia e independientemente de sus diferencias? Jaime Rodríguez Calderón."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Claro, el que ganó, ganó, y el resto nos tenemos que sumar. México es más importante que cualquiera de nosotros, hay que apoyar precisamente eso, pero fíjate, ahí te va, hay que presentar una iniciativa para... Y aquí, les hacemos una pregunta otra vez ¿están de acuerdo en la segunda vuelta?"
MARGARITA ZAVALA,Zavala,Candidato,"Sí claro, yo sí."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Bien, pues estamos de acuerdo en la segunda vuelta eso va a facilitar, no se quien se haya opuesto pero eso facilitará para que México avance de una mejor manera.Hoy ninguno de los que estamos aquí logrará 15 millones de votos, aunque Andrés Manuel diga que tiene 40% de la posibilidad, dudo que lo logré, y eso no le va a permitir gobernar, va a estar en una ingobernabilidad y entonces esto se puede convertir en un caos, creo que tenemos que estar conscientes que tenemos que ir a respetar al elector, y cualquiera que fuera el resultado tenemos que sumarnos a aquel que gana y a aquel que tiene la posibilidad de convencer a un mayor número de personas.Quiero precisar también, como dice Margarita, si nosotros utilizamos el dinero, los 12 mil millones de pesos..."
AZUCENA URESTI,NA,Moderador,"Vamos a regresar con usted, si le parece en esta segunda parte. Candidato López Obrador."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Sí, nada más una precisión, nosotros no firmamos el llamado Pacto por México, porque consideramos que fue un pacto contra México, ahí fue donde se aprobaron las reformas estructurales, ahí se aprobó el aumento de los impuestos, la privatización del petróleo que terminó en el aumento al precio de las gasolinas `el gasolinazo`, y otras reformas contrarias al interés popular.Nosotros sí vamos a convocar, ya lo estamos haciendo, a todo el pueblo de México a un acuerdo para poner por delante la honestidad, la honestidad como una forma de vida y como forma de gobierno para desterrar la corrupción."
AZUCENA URESTI,NA,Moderador,Ricardo Anaya.
RICARDO ANAYA,Anaya,Candidato,"Yo nunca he coincidido con tu visión de la economía Andrés Manuel, ni con tu estilo autoritario de ejercer el poder, pero te respetaba porque eras un auténtico opositor al sistema, pero ya ni eso, pactaste con Elba Esther Gordillo, pactaste con Napoleón Gómez Urrutia, ya ofreciste anticipadamente perdón y amnistía, hay vídeos lo que estoy diciendo, a Carlos Salinas de Gortari y al propio Enrique Peña Nieto.Yo no sé si es tu obsesión por el poder o el cansancio, pero debes explicar por qué cambiaste Andrés Manuel."
AZUCENA URESTI,NA,Moderador,¿Quieres responder Andrés Manuel? Candidato López Obrador.
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Pues yo lo que estoy planteando, es acabar con la corrupción, la impunidad y estoy yendo hacia delante, yo no voy a permitir corrupción de nadie, lo puedo resumir en una frase, `al margen de la ley nada, por encima de la ley nadie`, pero no es mi fuerte la venganza, yo lo que quiero es que hay un auténtico Estado de derecho y que haya justicia en el país."
AZUCENA URESTI,NA,Moderador,Candidato José Antonio Meade y después fue con Ricardo Anaya.
JOSÉ ANTONIO MEADE,Meade,Candidato,"Vale la pena, y yo creo que aquí se explica cómo somos como políticos, en los últimos 20 años al país le ha pasado de todo, y en algún momento u otro, todos los políticos han aportado su voz para ayudar, todos menos uno.Y en 20 años Andrés Manuel no aportado su voz en favor de ninguna causa, en los últimos 20 años Andrés Manuel ha caminado para dividir, en los últimos 20 años si Andrés Manuel se hubiera desmayado, en vez de volver en sí, hubiera vuelto en no.No le ha apostado a que este país avance, a que este país camine, le ha apostado a dividir. Y sí Andrés Manuel, si eres ambicioso, no hay manera de entender los pactos con los criminales, tus pactos con los corruptos, y tus pactos con los violentos y no se explica por la ambición desmedida, y el miedo a volver a perder."
AZUCENA URESTI,NA,Moderador,Candidato López Obrador.
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Sinceramente, Meade, está en una situación bastante difícil porque tiene todo el apoyo del gobierno, no ha levantado y está queriendo avanzar con calumnias. Aprovecho de una vez para decirle que no tengo tres departamentos a mi nombre, si existiesen esos tres departamentos a mi nombre se los regalo al señor Meade.Anaya, también voy a aprovechar para contestarle una vez, porque no no me voy a quedar sin responder de que el Fobaproa lo aprobaron el PRI y el PAN, el PRIAN, que siempre ha existido. Ahora me llama mucho la atención de que estén peleándose, en aquel tiempo…"
AZUCENA URESTI,NA,Moderador,"Se acabó su tiempo candidato, pero candidato Anaya, directamente aludido…"
RICARDO ANAYA,Anaya,Candidato,"Uno, sí o no Andrés Manuel, tu candidato a senador asignado directamente por ti en el estado de Nayarit aprobó ese Fobaproa, que tú alegas es el peor fraude en la historia del México independiente, quiero que respondas porque has venido. Actitud de amor y paz y no respondes absolutamente nada.Segundo, si estás obsesionado, mira después de la matanza de estudiantes de 1968, y después de la matanza del jueves de Corpus del 71, ¿a qué partido decidiste afiliarte? Al PRI, porque ahí estaba el poder, fuiste presidente del PRI en el estado de Tabasco, Carlos Salinas de Gortari es el jefe de la mafia del poder, pero en qué partido militabas tú cuando ese candidato a Presidente de la República, en el 88, en el PRI.El gran fraude electoral, contra la democracia, quien lo orquestó fue el entonces Secretario de Gobernación..."
AZUCENA URESTI,NA,Moderador,"Regresamos con usted en un momento candidato, se acabó su minuto de intervención, le queda todavía algo de tiempo.Candidato Zavala."
MARGARITA ZAVALA,Zavala,Candidato,"Mira, la verdad es que realmente diría que la unidad demócrata, yo estuve luchando por la democracia de mi país toda mi vida, por eso sé ganar, sé perder, que esas parte básica de la democracia. La verdad es que yo siempre fui demócrata, lo traigo conmigo, lo he sido siempre, ¡y bueno!, creo que todos ellos han estado en el PRI o tienen actitudes priistas. Yo creo en la democracia y por cierto, quizás sea este pleito porque faltan mujeres en la política y en un momento les voy a pedir la palabra para hablar de las mujeres."
AZUCENA URESTI,NA,Moderador,Candidato José Antonio Meade: en la intervención anterior el candidato López Obrador lanzaba una pregunta para usted.
JOSÉ ANTONIO MEADE,Meade,Candidato,"Bueno, me ofrecía tres departamentos que yo le agradezco.El Registro Público de la Propiedad es el instrumento en el cual podemos verificar quién es el dueño de las cosas y en el Registro Público de la Propiedad aparecen tres departamentos a su nombre, uno de ellos probablemente ya se ha dado de baja, pero los otros dos todavía durante el mes de abril ahí estaban: ¡se lo agradezco mucho, Andrés Manuel!El problema profundo del país es la desigualdad y lo que necesitamos es un Gobierno a la medida de cada quien: un Gobierno que trabaje con cada familia, que la visite, que esté en su casa, que dialogue con ellos y que les resuelva; un Gobierno que identifique cuándo hace falta una beca, cuándo una atención de salud, cuándo un apoyo de vivienda, cuándo una atención de seguridad.El problema de México es un problema de desigualdad: nosotros lo vamos a enfrentar con cada familia: trabajando, dialogando, escuchando, atendiendo y resolviendo."
AZUCENA URESTI,NA,Moderador,"Gracias, candidato.¿Candidato Ricardo Anaya? Reserva su tiempo.Candidata Margarita Zavala: ¿usted estaría de acuerdo con la revocación de mandato?"
MARGARITA ZAVALA,Zavala,Candidato,"No. En realidad, a mí me parece namás una artimaña para gastar mucho dinero y tener un tema clientelar. La verdad es que por instituciones, por leyes y por una democracia creíble, que le dé resultados a la gente, con esto tendríamos; cada tres años tenemos elecciones."
AZUCENA URESTI,NA,Moderador,¿Ustedes se tendrían que hacer cargo del desencanto de la democracia? ¿Cuál es la responsabilidad de ustedes?
MARGARITA ZAVALA,Zavala,Candidato,"Por supuesto que yo me encargo del desencanto de la democracia, he sido una demócrata, no he anulado los… Por eso, por eso para mí ha sido importante que un partido político pues como el PAN tuviera… tuviera los mecanismos democráticos, no los tuvo, es que a nuestro país le está faltando demócratas, que piensen justamente en todos estos grupos en situación de vulnerabilidad de los indígenas, de las personas con discapacidad, de los migrantes que les podamos decir: `¡Cree en la política otra vez!`, porque han sido descartados del sistema de educación, del sistema económico, del sistema político y social y yo estoy en ello y nos faltan mujeres."
AZUCENA URESTI,NA,Moderador,Candidato Anaya: ¿quiere decir algo a la candidata Margarita Zavala?
RICARDO ANAYA,Anaya,Candidato,"No, muchas gracias."
AZUCENA URESTI,NA,Moderador,¿Nada?Candidata…
MARGARITA ZAVALA,Zavala,Candidato,"Bueno, yo sí quiero dirigirme a las mujeres: yo sé lo que es que te quiten el nombre, yo sé que es… lo que es abrirse paso. Yo voy a acompañar a todas las mujeres, a las que ya se abrieron paso las voy a apoyar, pero a las que no se han abierto paso vamos a hacer un camino para que todas quepamos. Por eso yo les voy… les digo claramente: yo tendré el mejor proyecto en favor de las mujeres."
AZUCENA URESTI,NA,Moderador,"¡Gracias, candidata!El candidato José Antonio Meade, el candidato Ricardo Anaya y el candidato Jaime Rodríguez Calderón tienen algo de tiempo, ¿quién quiere hacer el uso de la palabra para cerrar este bloque?Candidato Meade…"
JOSÉ ANTONIO MEADE,Meade,Candidato,"En este esfuerzo de avanzar contigo quiero decir básicamente que cumplamos lo que dice la Constitución: que en México tengamos acceso a nuestros derechos y eso quiere decir que en la siguiente administración trabajaremos para que ninguna niña, ningún niño nazca en pobreza extrema.Trabajaremos para que el trabajo doméstico tenga Seguridad Social; trabajaremos para que las mujeres tengan crédito a la palabra; trabajaremos para asegurar que en México no haya ninguna tolerancia al que le falte al respeto a una mujer."
AZUCENA URESTI,NA,Moderador,"Gracias, candidato.¿Candidato Anaya, candidato Rodríguez Calderón?"
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,¿Echamos un volado o qué?
RICARDO ANAYA,Anaya,Candidato,¡Después de usted!
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,¡Bien!
AZUCENA URESTI,NA,Moderador,"¡Adelante, candidato!"
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"12 mil millones de pesos que si aquí los candidatos están de acuerdo, regresárselo a los mexicanos en la iniciativa que presentaremos para que ya no tengan los partidos políticos dinero, que cada quien se rasque con sus propias uñas, serán destinados precisamente a toda la zona indígena del país que lo merece, que no les hemos dado gran cosa; que le podamos quitar a los migrantes mexicanos toda esa ambición que tienen los partidos políticos porque les deberíamos de hacer un monumento: están trabajando en el otro lado y luego cuando vienen para acá nos los fregamos con ."
AZUCENA URESTI,NA,Moderador,"¡Gracias! Gracias, candidato.¿Anaya?"
RICARDO ANAYA,Anaya,Candidato,"Sí. Concluyo la idea de hace rato: este señor, Manuel Bartlett, es el autor del fraude electoral del 88, ¿dónde está hoy Manuel Bartlett?: ¡en Morena!, es el coordinador de los senadores, ¡es una farsa tu historia, Andrés Manuel!"
AZUCENA URESTI,NA,Moderador,"Gracias, candidato.Llegamos al segmento final: cada uno de ustedes tendrá un minuto para hacer una última intervención. Iniciamos con usted, candidato Jaime Rodríguez Calderón."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Si tenemos en este país una parte importante de desatención; si tenemos en este país una parte muy importante en el tema de inseguridad; si tenemos en este país partidos políticos que le han fallado a los mexicanos, es tiempo ya de cambiar y correr a todos los flojos, decía yo , del Gobierno, que tengamos que sacar a los partidos políticos que es el verdadero cáncer de México. Con eso, por sí solo, México será grandioso.Si nosotros hacemos que las cosas se den y si escuchamos a la gente a través de la red social, si el Presidente de México contesta los WhatsApp, si el Presidente de México se entera de lo que sucede en la escuela y qué sucede en la carretera, en el barrio, en todos los temas, México será grandioso.Yo le ofrezco al mexicano eso: vamos a correr a los partidos políticos, jubilarlos para que se vayan a su casa, ¡pero sin pensión! Y aquí Andrés Manuel también tendrá que dejar su pensión que ha tenido por muchos años. Eso es lo que yo quiero para México."
AZUCENA URESTI,NA,Moderador,"¡Gracias, candidato!Candidata Margarita Zavala…"
MARGARITA ZAVALA,Zavala,Candidato,"Yo tengo claro los valores por los que estoy aquí: la libertad, la honestidad y la justicia y te pido a ti que no te conformes, que no te conformes con el mal menor cuando hay un bien posible, que no te conformes con el menos malo, con el menos corrupto o con el menos autoritario; que no te conformes con votar por miedo o por venganza o por desilusión: ¡tú te mereces más, mucho más!Quiero que traigas a la mente a tus hijos o a tus papás o a la gente que más quieras y decide por ello, decide por lo que quieras, por tus sueños y no por tus miedos.Miren: uno da la vida sólo por lo que ama y yo, como tú, amo profundamente a México y sé que con tu voto y con tu confianza vamos a cambiar juntos este país; sé que con tu voto y tu confianza yo seré la primera Presidenta de México."
AZUCENA URESTI,NA,Moderador,"Gracias, candidata.Su turno, candidato Ricardo Anaya…"
RICARDO ANAYA,Anaya,Candidato,"Muy buenas noches: esta no es una elección más, está en juego el futuro de toda una generación. Con muchísimo respeto a las demás candidaturas, pero con una fuerte dosis de realismo, nuestra coalición es la única que le puede ganar a López Obrador y esta no es una contienda entre dos personas, es una contienda entre dos visiones de país.Te invito a que lo hagamos juntos: los jóvenes con su potencia, los adultos con su experiencia, los niños con su alegría, en este proyecto cabemos todos; construyamos juntos la casa común, el México en el que todos cabemos, con un piso de bienestar para que detenga la caída de los débiles, un techo de legalidad que evite la fuga de los poderosos y cuatro paredes de cohesión social que nos permitan vivir en armonía y con felicidad.Cuando la esperanza se vuelve invencible, la victoria final está asegurada, ¡lo podemos lograr!"
AZUCENA URESTI,NA,Moderador,"¡Gracias, candidato!Andrés Manuel López Obrador…"
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Mexicanas, mexicanos: estamos viviendo un momento estelar. Sólo han habido en nuestra historia tres grandes transformaciones: la Independencia, la Reforma, la Revolución y nosotros estamos a punto de lograr la cuarta transformación de la vida pública de México y lo vamos a lograr de manera pacífica, sin violencia y va a ser para bien de todos los mexicanos.Se va a tener como no ha sucedido en los últimos tiempos, un Gobierno que represente a pobres y a ricos; el Gobierno dejará de estar al servicio de una minoría rapaz.¡No les fallaré! Quiero seguir el ejemplo de Benito Juárez, de Francisco I. Madero y del general Lázaro Cárdenas. ¡Viva México!"
AZUCENA URESTI,NA,Moderador,"¡Gracias, candidato!Candidato José Antonio Meade: su turno."
JOSÉ ANTONIO MEADE,Meade,Candidato,"Soy José Antonio Meade: soy un mexicano honesto, preparado, capaz, con experiencia y con profundo amor a México.Quiero hacer equipo contigo, apoyarte para que alcances tus sueños y tus metas. Quiero hacer equipo con quienes le apuestan al esfuerzo para salir adelante, con los que quieren dejar a sus hijos algo más de lo que recibieron de sus padres. Seré el Presidente de los mexicanos que nunca vamos a dejar que alguien más defina su destino por nosotros, quienes valoramos la seguridad, la confianza, la certeza y la estabilidad.Creo en un México unido, en un México próspero, en un México que avanza, en un México que se convierte en potencia, en un México incluyente. Vota por una alternativa honesta. El voto sólo le es útil a México si es para un mexicano honesto, ¡vamos por México!"
AZUCENA URESTI,NA,Moderador,"¡Gracias, candidato!Hemos llegado al final del Primer Debate Presidencial 2018. El Instituto Nacional Electoral agradece a la Universidad Nacional Autónoma de México, a sus autoridades y al personal del Palacio de Minería por su colaboración y ante todo a ustedes por habernos acompañado.Confiamos en que este ejercicio sirva para que el uno de julio emitamos un voto informado. De igual manera les extendemos cordialmente la invitación para que sigan el Segundo Debate Presidencial el próximo 20 de mayo a las nueve y media de la noche, tiempo del centro, en Tijuana, Baja California.Desde luego gracias a la y los candidatos por su disposición en este debate y esperamos verlo en Tijuana.Mis compañeros Denise Maerker y Sergio Sarmiento…"
DENISE MAERKER,NA,Moderador,¡Gracias!
AZUCENA URESTI,NA,Moderador,"… y yo les damos las gracias por habernos acompañado: ¡gracias, compañeros!"
DENISE MAERKER,NA,Moderador,¡Gracias!
AZUCENA URESTI,NA,Moderador,"¡Gracias, candidatos!, gracias a todos y que pasen una excelente noche."
