nombre,nombre_corto,rol,dialogo
YURIRIA SIERRA,NA,Moderador,"Ya no tiene réplica candidato Anaya, ya no tiene, ya no tiene réplicas candidato, voy con usted, voy con usted candidato López Obrador.Yo recuerdo que recién había asumido Donald Trump la presidencia acá en Estados Unidos, lo escucha usted, vine a cubrir su evento aquí en la Placita Olvera, en Los Ángeles California, usted hizo un discurso muy interesante sobre los discursos de odio por supuesto reprobando los de Donald Trump, incluso se remitió hasta la Segunda Guerra Mundial, a usted que le gusta la historia. ¿Qué estaría usted dispuesto si resultara electo el próximo primero de julio para proteger justamente a todos esos mexicanos? que no están en territorio mexicano, están en territorio estadounidense y están haciendo víctimas hoy en día de todo el odio que desafortunadamente ya enraizó, hechó raíz en tantos corazones de tantos estadounidenses."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Bueno, yo aprovechó para comentarle a los migrantes, para decirle a los migrantes de que los vamos a proteger, ya hablé de que los 50 consulados que tiene México en Estados Unidos se van a convertir en una especie de procuradurías para la defensa del migrante y que si es necesario vamos a acudir a la ONU para defender los derechos humanos de los migrantes.Hable de que vamos a tener embajadora en la ONU, Alicia Bárcenas va a ser ese su principal propósito."
YURIRIA SIERRA,NA,Moderador,"¿Pero frente a Donald Trump? o sea, usted que le exigiría para que los mexicanos que están en Estados Unidos sean…"
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Respeto. Respeto, que no actuen con alevosía, cómo no..."
YURIRIA SIERRA,NA,Moderador,¿Pero lo han sido por los crímenes de odio?
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"No lo han enfrentado, ¿sí?, este… debieron haber presentado denuncias en la ONU desde el principio, yo lo voy a hacer, o sea, yo quiero una relación de amistad con el gobierno de Estados Unidos, pero no de subordinación, México es un país libre, es un país soberano, no vamos a estar nosotros sometidos a ningún gobierno extranjero."
YURIRIA SIERRA,NA,Moderador,"Candidato y hablando de discursos que dividen, a usted se le ha señalado, lo han señalado muchos de promover, bueno ahora ya aquí a todos los presentes en realidad, de promover la división y el encono entre mexicanos, ¿a qué se compromete usted en caso de ganar la presidencia de la república para tumbar esos muros entre mexicanos?, de este lado, ¿eh? de este lado de la frontera."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"A la reconciliación, con una condición, que el gobierno represente a todos, no como ahora, que sólo representa una minoría rapaz, que el gobierno represente a ricos a pobres, que el gobierno no esté al servicio de unos cuantos; y que ya dejen de sacar y de robar a México, son iguales, aumentaron el IVA los dos, aquí tengo las pruebas de lo que estoy diciendo; aumentaron el precio de la gasolina, el gasolinazo es de ellos, y se han dedicado a eso, a robar, asacar, de todas maneras no es mi fuerte la venganza, no los voy a desterrar, no los voy a perseguir, justicia, no venganza."
YURIRIA SIERRA,NA,Moderador,Gracias candidato López Obrador. León.
LEÓN KRAUZE,NA,Moderador,Tiene una réplica.
YURIRIA SIERRA,NA,Moderador,Tiene usted dos réplicas candidato Rodríguez Calderón ¿las quiere utilizar?
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Fíjense. Y mexicanos que me están y nos están viendo, ¿ustedes creen que cualquiera de estos tres pueda hacer el trabajo de presidente?, sí se la han pasado todo el debate peleando entre ellos a ver quién es más rata entre uno y otro, a ver quién es más venenoso uno y otro. Sí ven, no me han dicho nada a mí, porque aquí hay una parte importante, los partidos políticos y quienes militan en ellos son lo mismo, es una parte importante que se tiene que considerar."
YURIRIA SIERRA,NA,Moderador,"Tiempo candidato, gracias. ¿Quiere utilizar su otra réplica?, le queda una."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Bien. Andrés, dale un abrazo a Meade, dáselo, dáselo pues."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Abrazos, no balazos."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Dale un abrazo, dale un abrazo también a él, claro."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,Voy a cuidar mi cartera.
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Claro. Y entonces la parte importante es que te vuelvo a presentar, desiste a los tres mil millones de pesos de tu partido fírmamelo, no me des abrazo, fírmamelo."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,Ya te lo plantee.
YURIRIA SIERRA,NA,Moderador,"Tiempo candidato Rodríguez Calderón, gracias."
LEÓN KRAUZE,NA,Moderador,"Bueno. Candidato Rodríguez Calderón, durante años el énfasis de la política migratoria se concentró en la emigración de México a Estados Unidos, hoy el reto principal y ha quedado claro es el regreso de los Mexicanos al país, las deportaciones han subido, han subido con Donald Trump, en los últimos meses del 2017, 54% más deportaciones de acuerdo con datos de Univisión Noticias.De una u otra manera todos ustedes han prometido no sólo recibir a los mexicanos que vuelvan, sino ayudarlos a reinsertarse a la sociedad mexicana y esto es un tema muy importante. La pregunta es: ¿cómo 78% de los indocumentados mexicanos han vivido en Estados Unidos por al menos 10 años?, estamos hablando candidato, de 4 millones 800 mil personas que han vivido allá más de una década, ¿qué le ofrecería su gobierno concretamente, sea específico a los mexicanos que regresan?, pienso por ejemplo salud, educación, vivienda, específicamente."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Evidentemente con la condición de trabajo, con los 12 mil millones que no quiere firmar ninguno de ellos tres.Y aquí es la oportunidad de volverlos a provocar, atrévanse, son 12 mil millones de pesos que ustedes se gastan al año, con eso le damos empleo a todos ellos y bien remunerado compadre, bien pagado, podemos hacer el trabajo de reinserzar  a la salud, la educación a todos aquellos que sean regresados de manera digna, presupuestalmente creo que se puede, es ingrato que cualquiera de los que hoy queremos aspirar a México, no tengamos…"
LEÓN KRAUZE,NA,Moderador,"Más allá de ese dinero, una propuesta concreta."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"La propuesta es esa, se necesita dinero compadre, no puedes hacer otras cosas sin el dinero."
LEÓN KRAUZE,NA,Moderador,Y que hará con ese dinero ya que lo tenga.
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Darles empleo, evidentemente, generar las condiciones de empleo, de salud, de educación y de atención, que tengamos un equipo, pero no de burócratas, no de burócratas, sino de gente experta, que pueda atraerlos. Hay muchos genios en Estados Unidos que necesitamos acá que son hijos de nuestros migrantes y que tienen la oportunidad de trabajar en empresas en México, potenciar la empresa en México para que puedan venir al regreso de tener un gran empleo y bien pagado y bien remunerado."
LEÓN KRAUZE,NA,Moderador,"Hay todo un debate en Estados Unidos con el Partido Demócrata y del Partido Republicano sobre este tema ¿estaría usted dispuesto a pagar o ayudar a pagar activamente el muro si a cambio se obtuvieron una reforma migratoria que diera un camino a la ciudadanía y la tranquilidad para todos esos millones de mexicanos indocumentados en Estados Unidos, lo consideraría?"
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,Cobraríamos a Trump lo que hemos invertido en todos esos migrantes y que se los aboné.
LEÓN KRAUZE,NA,Moderador,¿Cómo?
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Sí, o sea, le hemos invertido a toda la gente que va a Estados Unidos y trabaja, hay más de un millón de personas que fueron educadas en México, que tuvieron atención de salud en México, que trabajaron en México y ahora trabajan en Estados Unidos, y no le cobramos Estados Unidos nada, nosotros invertimos, en México se invirtió en educación en muchos de ellos, y no le hemos cobrado nada, tenemos que cobrarle, y eso puede él, si él quiere, pues finalmente lo que él pueda hacer del otro lado, nada más que nosotros no pagaríamos absolutamente nada."
LEÓN KRAUZE,NA,Moderador,"México no suma dinero ni nada a cambio de una reforma migratoria, no."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"No, cero, porque no tenemos que hacer eso, debemos de ser codependiente es económicamente."
LEÓN KRAUZE,NA,Moderador,Gracias candidato. Adelante Yuri.
YURIRIA SIERRA,NA,Moderador,"En este segmento dos, el segundo de este tercer bloque, es la última pregunta de nuestro público participativo, Venecia Zendejas, es tu turno, adelante, de pie por favor, es la pregunta número dos."
ASISTENTE,NA,Público,"Muy bien, buenas noches , mi duda se plantea ante la preocupación de los deportados, ya que cuentan con otra cultura y otras costumbres, ya que vuelven a México llegan con un sentimiento de no ser parte de esta sociedad, ¿qué estrategias tienen para lograr la inserción social y laboral de los deportados de Estados Unidos hacia México y así lograr su integración con la sociedad mexicana?"
YURIRIA SIERRA,NA,Moderador,"Bien, candidato Rodríguez Calderón como usted contesta primero a esta pregunta."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Cierto, hay una costumbre en la que ellos regresan con mucho temor y angustia y no les hemos presentado oportunidades, lo que yo propongo es que si tenemos grandes superficies de terrenos nacionales, que si tenemos grande patrimonio en el gobierno de la República, podemos utilizar evidentemente una condición de patrimonio para éstos que regresan, porque finalmente hasta regresar a su comunidad ya no tienen nada ahí. Entonces tenemos que aprovechar el matrimonio que México tiene, y que mucho de ellos se ha conservado por las remesas que ellos envían y que tenemos que reintegrarles evidentemente eso, si nosotros le echamos números, a esos números tendremos posibilidades económicas suficientes para que respetando su cultura, respetando su condición de emprendedurismo y de generadores de riqueza podríamos entonces trabajar para darle la oportunidad a ellos y a su familia, eso es lo que yo propongo."
YURIRIA SIERRA,NA,Moderador,"Tiempo candidato, regresamos con usted más adelante. Tiene todavía tiene candidato López Obrador."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Yo creo que nosotros tenemos mucha fortaleza cultural, México es un país con una gran fortaleza por su civilización originaria, por las grandes civilizaciones y por la cultura de nuestros pueblos, los migrantes son un ejemplo de eso, es un pueblo muy trabajador, el pueblo de México es de los pueblos más trabajadores del mundo, por eso están enviando 29 mil millones de dólares cada año, yo creo que además de protegerlos tenemos que convocarlos a que participen en sus pueblos de origen, y que regresen y así va hacer cuando triunfe nuestro movimiento."
YURIRIA SIERRA,NA,Moderador,Gracias candidato López Obrador.Candidato Anaya.
RICARDO ANAYA,Anaya,Candidato,"Gracias, yo quiero agregar tres propuestas muy concretas, la primera duplicar por lo menos el recurso a los consulados para poner énfasis en la protección jurídica y señaladamente en defender el principio de la unidad familiar.Que no siguen dividiendo las familias, segundo, tenemos una iniciativa integral para que quienes regresan encuentren las mejores condiciones, desde alimentación, albergues, salud a su llegada hasta su reinserción a la vida laboral y a la vida comunitaria y tercero, que así como ya hay una acción afirmativa para que los pueblos indígenas estén representados en el Congreso garanticemos por disposición de ley la representación de nuestros migrantes en el Congreso de la Unión, que su voz se escuche y se escuche fuerte porque tenemos una deuda histórica con los migrantes mexicanos."
YURIRIA SIERRA,NA,Moderador,Gracias candidato Anaya.Candidato Meade.
JOSÉ ANTONIO MEADE,Meade,Candidato,"No hay un solo debate global en donde México no tenga voz, no hay un solo tema en donde nuestros migrantes no destaquen, son mucho las historias de éxito y mucha la forma que tenemos de trabajar con los migrantes para que se dignifique su calidad, su trabajo, su experiencia y el trabajo que tenemos que hacer aquí para que no les fallemos la segunda vez.Déjame decirte Bronco porque no te quiere firmar Andrés Manuel ese documento, Andrés Manuel es un gran empresario, es un gran empresario de la política, maneja un partido que tiene a su disposición en los últimos tres años más de tres mil millones de pesos, lo manejan sus hijos, nos hemos preguntado por muchos años de qué vive, ahí tenemos la respuesta, el manejo de un partido político como patrimonio personal, además de los moches que recibe de diputados y senadores por los que no paga impuestos y ahora nos enteramos que tiene un médico que ni Obama y tendrá que explicarnos también cómo lo paga."
YURIRIA SIERRA,NA,Moderador,Gracias candidato Meade.Candidato López Obrador.
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Pues fíjense que yo soy el de más edad de los candidatos, también el de más experiencia y estoy muy bien de salud, porque ahora ya quieren enfermarme, estoy al 100, me gusta todavía batear, estoy bateando todavía arriba de 300, estoy macaneando, estoy muy bien y les voy a ganar, aunque se unan les voy a ganar a los representantes de la mafia del poder.Para que las cosas de verdad cambien en el país vamos a cortar de tajo con la corrupción, no vamos a mochar manos, yo no creo en eso, vamos a acabar con la corrupción y con la impunidad, porque al margen de la ley nada y por encima de la ley nadie, les digo a los migrantes que pronto, muy pronto va haber justicia."
YURIRIA SIERRA,NA,Moderador,"Regresamos con su tiempo más adelante candidato López Obrador, ahorita se agotó. Candidato Anaya, adelante. Yo creo que el tema de los migrantes en efecto es uno de los que más le duele a esta frontera, no nada más a la ciudad de Tijuana, sino usted debe de saberlo Rodríguez Calderón a todas las ciudades fronterizas, es un fenómeno que afecta a todo nuestro país, y hay experiencias que han sido más o menos exitosas a lo largo de nuestra frontera con los migrantes, qué ofrece cada uno de ustedes en su caso de ganar la presidencia para cada una de las ciudades que están padeciendo ahora puedes este inesperado fenómeno de deportaciones.Candidato Rodríguez Calderón."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Andrés, no eres el de más experiencia, luego platicamos, pero no eres además experiencia, quizás has sido el más persistente, 18 años, pero la experiencia no la miden los años, luego te platico la anécdota de mi abuelo, que los años no son la experiencia.Qué haremos, nosotros tenemos que tener la capacidad de crear empresa, de crear negocio, y tenemos que potenciar Tijuana, Nogales, Ciudad Juárez, Reynosa, Matamoros, Laredo y Colombia, evidentemente piedras negras en Coahuila, mandando dinero del centro. El centro se come todo, yo pienso cambiar la ley de Coordinación Fiscal, para que presupuesto se divida 50 a la Federación, 50% a los estados, y evidentemente potenciar las fronteras, en términos de empleo y en términos de negocio y de condiciones de bajar la pobreza."
YURIRIA SIERRA,NA,Moderador,"Pues ahí está, muchas gracias candidato; candidato Anaya, adelante."
RICARDO ANAYA,Anaya,Candidato,"Si, tu idea Andrés Manuel no es la idea de lo absoluto, problemas que tus ideas son muy viejas, a repetirlo durante todo el debate que la mejor política exterior es la interior, pero no entiendes que lo que pasa fuera de México si impacta a nuestro país; cuando ocurrió por ejemplo la crisis económica iniciada en Estados Unidos en 2008-2009, aquí en México se perdieron medio millón de empleos, mucha gente dice que cómo si no hablas inglés aspiras a ser presidente de México, tampoco me parece en absoluto un problema que no entiendas inglés, el problema Andrés Manuel es que no entiendes el mundo, ese si es un problema."
YURIRIA SIERRA,NA,Moderador,"Candidato López Obrador, quiere contestar...Candidato Meade, les puse una pregunta, las ciudades fronterizas."
JOSÉ ANTONIO MEADE,Meade,Candidato,"Gracias, las ciudades fronterizas no tienen una vocación de migración, ciudades fronterizas reafirman su mexicanidad todos los días, cuando uno visita Tijuana, ve en Tijuana una población fronteriza, una población que tiene la frontera literalmente ahí, que todos los días compite, que todos los días enfrenta retos y que enfrenta también el reto de una migración que busca Tijuana, que buscan Juárez, que busca en nuestras ciudades fronterizas oportunidades de empleo.Uno de los espacios de mayor dinamismo en México es la frontera, uno de los espacios de mayores esfuerzos y de mayor capacidad de emprender es la frontera, el centro tiene mucho que aprender de la frontera, tiene mucho que aprender de una casa empresarial entusiasta, talentosa, que ha sabido resolver migraciones dentro del país y que ha sabido resolver migrantes que son repatriados.Tenemos que trabajar a fortalecer la frontera, y tenemos también que trabajar para qué esos migrantes mexicanos se sientan bienvenidos en nuestro país."
YURIRIA SIERRA,NA,Moderador,"Muchas gracias candidato, Meade.Yo lo tengo que decir, me sentí muy conmovida cuando ustedes cuatro y sumo a quien ya no es candidata, a Margarita Zavala, se pronunciaron en el mismo sentido cuando Donald Trump puso uno de sus varios `tuits` ofendiendo al pueblo de México, yo creo que todos los mexicanos sintieron conmovidos a ver a todos los candidatos actuar en el mismo sentido.Les queda muy poquito tiempo en este bloque, yo les pregunto así, y de volada, estarían dispuestos, independientemente del resultado del próximo 1 de julio, gane quien gane, pierda quien pierda, a seguir trabajando en ese sentido, y de celebrar coincidencias, y celebradas no nada más cuando existen, no nada más las diferencias. En primera instancia por los migrantes mexicanos en segunda por todo el pueblo del país.Tiene prácticamente 30 segundos cada uno de ustedes para resolver. Empiezo con usted candidato Anaya, adelante."
RICARDO ANAYA,Anaya,Candidato,"Por supuesto que sí, me comprometo absolutamente. Voy a poner otro ejemplo Andrés Manuel, tú dices aquí en este texto que importamos más alimento del que exportamos, lo cual no es cierto, lo que sucede es que a pesar de que el libro es del 2018, utilizan datos de hace cinco años.Sabes, el problema no es la edad, el problema son las ideas, necesitas actualizarte Andrés Manuel."
YURIRIA SIERRA,NA,Moderador,¿Y a lo que pregunte contesta usted algo candidato?
RICARDO ANAYA,Anaya,Candidato,"Sí, te conteste que absolutamente de acuerdo, y haré un comentario en mis últimos 20 segundos."
YURIRIA SIERRA,NA,Moderador,"OK, gracias; candidato López Obrador."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Yo estoy totalmente de acuerdo, vamos a triunfar y nos vamos a unir para sacar adelante al país y la patria es primero. Ya las cosas están bastante claras, son dos agrupamientos, que yo llamo el PRIAN, la mafia del poder, que está aquí representada en nosotros, que nos significamos un cambio de verdad, una transformación para México."
YURIRIA SIERRA,NA,Moderador,Gracias candidato; candidato Meade.
JOSÉ ANTONIO MEADE,Meade,Candidato,"Por supuesto que sí, yo creo que son muchas las cosas que no se vende unir y en las que debemos trabajar juntos. Pero en esta elección hay mucho juego, hay mucho en juego en términos de que cambio queremos, y si el cambio es hacia delante o hacia atrás.Y lo que vemos con Andrés Manuel es una añoranza por un México en el que nos fue mal, por un México cerrado, por un México en el que el gobierno decidía por ti, por un México en donde en vez de preguntarle a las familias, decidían por ti; esa es la añoranza que tiene Andrés Manuel, ese es el México que ve como ejemplo se México no le conviene a tu familia."
YURIRIA SIERRA,NA,Moderador,"Gracias candidato Meade, candidato Rodríguez Calderón, adelante."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Si ya lo dice que se dieron un abrazo, pero no me quiso firmar. Aquí debe de haber cordialidad, evidentemente, es una competencia y debemos de respetarnos, pero efectivamente serán los ciudadanos mexicanos que ¿les tengan confianza a los tres?No solamente eres tú contra ellos Andrés, es yo contra ustedes tres y los ciudadanos contra ustedes, eso no lo has considerado, acuérdate de la pelea de Julio César Chávez, iba perdiendo los primeros ocho rounds y en los últimos cuatro ganó en una pelea ética, entonces aquí lo importante…"
YURIRIA SIERRA,NA,Moderador,"Ya se le acabó el tiempo, gracias candidato.Candidato Anaya, los 20 segundos que había usted guardado."
RICARDO ANAYA,Anaya,Candidato,"Si, por supuesto creo que se tiene que respetar el resultado electoral, que se tiene que poner por encima de cualquier interés particular, del interés de nuestro país, y que tenemos que luchar por estar todos unidos; no le ayuda este país la división y el encono. Pero por supuesto, hay que contrastar puntos de vista y por eso venimos a debatir."
YURIRIA SIERRA,NA,Moderador,Gracias candidato Anaya.
LEÓN KRAUZE,NA,Moderador,"Llegamos al cierre de nuestro segundo debate presidencial, los invito ahora a su cierre, precisamente, sus últimas declaraciones, del debate presidencial. Comienza de nuevo Ricardo Anaya, candidato."
RICARDO ANAYA,Anaya,Candidato,"Hoy México vive momentos difíciles, enojo, hay profunda indignación por la corrupción, la pregunta es si aún hay esperanza, yo estoy convencido de que sí, que México es mucho más grande que sus problemas. México es el grito de Hidalgo, la bravura de Morelos, la México es la perseverancia de Juárez, la fe democrática de Madero, lo que hoy México necesita es paz, porque no tiene paz, y no puede salir a la calle con tranquilidad, no tiene paz quien no sabe que va a comer al día siguiente.No tiene paz se tiene que migrar porque su país no le da oportunidades, la parte es mucho más que la ausencia de conflicto, la paz es justicia, la paz es felicidad, vamos a recuperar la paz, hagámoslo juntos, hagámoslo todos, ten confianza, somos muchos, si se puede y lo vamos a lograr.Muy buenas noches."
LEÓN KRAUZE,NA,Moderador,"Gracias candidato Anaya; candidato Meade, adelante."
JOSÉ ANTONIO MEADE,Meade,Candidato,"Esta elección se integra por tres momentos muy importantes, un primer momento de aquí a pocos días antes de que termine la elección, vamos a oír muchas cosas, nos vamos a poder contrastar, ustedes van a poder escuchar que pensamos del país y de su rumbo; y después la ley nos va a obligar a guardar silencio, y ahí vamos a reflexionar sobre lo que hemos oído, sobre lo que escuchamos, sobre lo que nos hizo sentido, lo que nos hizo vibrar, sobre lo que nos dio esperanza, y después vamos a llegar un momento íntimo, el único espacio en donde por ley estamos solos: es frente a la urna, y ahí vamos a escoger que queremos para el país y que queremos para las familias.Esto es una elección en la que vamos a escoger entre incertidumbre y riesgo, es una elección donde vamos a escoger entre futuro y pasado, y en esta elección no vamos a escoger a un candidato, vamos a escoger a un presidente, y dentro de las cuatro alternativas, yo no tengo ninguna duda, ustedes tampoco, el mejor soy yo."
LEÓN KRAUZE,NA,Moderador,"Candidato López Obrador, adelante."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Sonríe, vamos a ganar, vamos a ganar la elección y vamos a sacar nuestro querido México del atraso. Tenemos lo que se necesita para México se convierta en una potencia económica y sea la capital del mundo por la impartición de justicia.Tenemos muchos recursos naturales, tenemos mucha riqueza a pesar de que nos han saqueado, si, todavía hay muchos recursos naturales, lo digo, lo dije, y lo repito, tenemos un pueblo extraordinario, un pueblo trabajador; el pueblo de México es uno de los más trabajadores del mundo, esos dos elementos. Nos falta uno, un buen gobierno, pero pronto, muy pronto para tener un buen gobierno, y entonces las cosas van a mejorar, vamos a poder gritar ¡viva México!"
LEÓN KRAUZE,NA,Moderador,"Candidato, candidato Rodríguez Calderón, usted comenzó, usted termina."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Gracias, México, mi mamá no sabe escribir y no sabe leer, es mi héroe. Necesitamos quitarnos la pata del pescuezo y no permitir que ninguno de estos tres llegue a la presidencia, ellos representan lo mismo, son lo mismo de siempre, nosotros representamos la libertad, nosotros representamos el origen de la pobreza y hemos vencido la pobreza y la violencia de manera personal, soy el único aspirante que lo ha hecho.Mi mamá es mi héroe, no es Zapata, no es Villa, no es Juárez, es mi mamá, mi mamá es mi héroe. Si mi mamá pudo, cualquier mamá puede, no es con asistencialismo como vamos a salir adelante, es generando empleo y condiciones de libertad, de independencia; tenemos que generar eso, ayúdenme mexicano, denme la oportunidad de ser su presidente, quiero cambiar las cosas, pero las quiero cambiar de raíz, que no tengamos complejos y que gritemos ¡viva la nueva independencia!"
LEÓN KRAUZE,NA,Moderador,"Gracias candidato, y con eso Yuriria llegamos al final del segundo debate presidencial, gracias al público, gracias a los candidatos.El Instituto Nacional Electoral agradece la participación, insisto, de los cuatro candidatos a la presidencia de México, y confió en que esta elección contribuya al fortalecimiento de la democracia y que el próximo 1 de julio la ciudadanía emita, visitamos un voto informado desde luego, un voto libre, muchas gracias a las y los ciudadanos de Tijuana que nos acompañaron aquí en el gimnasio de `Los Cimarrones`, en la Universidad Autónoma de Baja California, sus preguntas enriquecieron este debate y la conversación civilizada entre demócratas.Gracias a los millones que no siguieron dentro y fuera de México a través de radio y televisión, redes sociales, plataformas digitales y más. Los invitamos a seguir el tercer debate presidencial el martes 12 de junio próximo a las nueve de la noche tiempo del Centro en Mérida, Yucatán.Yuriria de nuevo gracias, fue un placer compartir contigo esta mesa."
YURIRIA SIERRA,NA,Moderador,"escuela inicial gracias a ti León, gracias a todos los tijuanenses y gracias a México por supuesto; que tengan ustedes muy buenas noches."
